30, Private, 77266, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
23, Private, 259301, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 69333, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 4386, 0, 80, United-States, >50K
34, Private, 167893, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 64, United-States, >50K
32, Federal-gov, 386877, Assoc-voc, 11, Never-married, Tech-support, Own-child, Black, Male, 4650, 0, 40, United-States, <=50K
54, Private, 146551, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 54, United-States, >50K
48, Private, 238360, Bachelors, 13, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
38, Private, 187748, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
48, State-gov, 50748, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 50136, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K
42, Private, 111483, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, >50K
31, Private, 298871, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
27, Private, 147340, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
57, Private, 132704, Masters, 14, Separated, Prof-specialty, Not-in-family, White, Male, 10520, 0, 32, United-States, >50K
46, State-gov, 327786, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 3325, 0, 42, United-States, <=50K
44, Federal-gov, 243636, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Local-gov, 194417, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
24, Private, 236696, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 337130, 1st-4th, 2, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
29, Private, 273051, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 52, Yugoslavia, >50K
38, Private, 186191, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
33, Private, 268451, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
61, Private, 154600, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 4, United-States, <=50K
49, Local-gov, 405309, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-not-inc, 99185, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Private, 191765, HS-grad, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 35, United-States, <=50K
21, Private, 253583, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, ?, 297054, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 204397, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
23, Private, 288771, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
52, Private, 173987, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Local-gov, 33662, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7298, 0, 40, United-States, >50K
23, Private, 91658, Some-college, 10, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 226902, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 80, United-States, >50K
45, Private, 232586, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
51, Self-emp-not-inc, 291755, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, <=50K
29, ?, 207032, HS-grad, 9, Married-spouse-absent, ?, Unmarried, Black, Female, 0, 0, 42, Haiti, <=50K
23, Private, 161478, Some-college, 10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
73, Self-emp-not-inc, 109833, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
47, Self-emp-not-inc, 229394, 11th, 7, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
61, ?, 69285, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 37, United-States, <=50K
26, Private, 491862, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
40, Private, 311534, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Self-emp-not-inc, 420895, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 47, United-States, <=50K
39, Private, 226374, 10th, 6, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
33, Federal-gov, 101345, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 48779, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, United-States, <=50K
42, Private, 152676, HS-grad, 9, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 164877, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K
33, Private, 97521, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 88564, 5th-6th, 3, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 20, United-States, <=50K
33, Private, 188246, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 189185, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
42, State-gov, 163069, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
28, Private, 251905, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
29, Private, 112403, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, ?, <=50K
18, Private, 36882, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
33, Self-emp-not-inc, 195891, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
36, Private, 194905, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 44, United-States, <=50K
33, Private, 133503, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 48, United-States, >50K
40, Private, 31621, HS-grad, 9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
57, Self-emp-not-inc, 413373, Doctorate, 16, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K
40, Private, 196029, HS-grad, 9, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
36, Private, 107302, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, <=50K
45, Private, 151267, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, >50K
52, Private, 256861, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
24, Private, 82777, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 147430, HS-grad, 9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, ?, 60726, HS-grad, 9, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
46, Self-emp-not-inc, 165754, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
36, Private, 448337, HS-grad, 9, Separated, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
48, Private, 185079, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
36, Private, 418702, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
48, Private, 41504, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
21, Private, 387335, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 1719, 9, United-States, <=50K
18, Private, 261720, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 133963, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
66, ?, 357750, 11th, 7, Widowed, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
36, State-gov, 179488, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 7298, 0, 55, United-States, >50K
38, Private, 60135, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Self-emp-not-inc, 308746, Prof-school, 15, Widowed, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
27, Private, 278720, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
22, State-gov, 477505, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 164711, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 208277, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 39943, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
49, Private, 104542, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 286634, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
28, Private, 142712, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
26, Private, 336404, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 117983, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 41, United-States, <=50K
72, ?, 108796, Prof-school, 15, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 59469, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, Iran, <=50K
37, Private, 171968, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, ?, 119254, 10th, 6, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 278617, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 72338, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
49, Local-gov, 343231, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K
30, Private, 63910, HS-grad, 9, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
28, Private, 190350, 9th, 5, Married-civ-spouse, Protective-serv, Wife, Black, Female, 0, 0, 40, United-States, <=50K
25, State-gov, 176162, Bachelors, 13, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 37720, 10th, 6, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 421467, Assoc-acdm, 12, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 26, United-States, <=50K
36, Private, 138441, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 146767, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
20, ?, 369678, 12th, 8, Never-married, ?, Not-in-family, Other, Male, 0, 1602, 40, United-States, <=50K
25, Private, 160445, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 211695, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 102346, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 2415, 20, United-States, >50K
48, Private, 128796, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 111129, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Local-gov, 44566, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 118497, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
36, Private, 334291, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States, >50K
49, Private, 237920, Doctorate, 16, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
34, Local-gov, 136331, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
28, Private, 187397, HS-grad, 9, Never-married, Other-service, Other-relative, Other, Male, 0, 0, 48, Mexico, <=50K
28, Self-emp-not-inc, 119793, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 24982, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K
26, Self-emp-not-inc, 231714, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 229272, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K
66, ?, 68219, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Self-emp-not-inc, 268831, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 53, United-States, <=50K
45, Self-emp-not-inc, 149640, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, >50K
29, Private, 261725, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
74, Private, 161387, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
61, Local-gov, 260167, HS-grad, 9, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 200928, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 22, United-States, <=50K
53, Federal-gov, 155594, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
57, Self-emp-not-inc, 79539, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
41, Private, 469454, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 331482, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
43, Private, 225193, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, ?, 370727, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 0, 1977, 40, United-States, >50K
29, Private, 82393, HS-grad, 9, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male, 0, 0, 25, Philippines, <=50K
65, ?, 37170, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
41, Private, 58484, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
31, Local-gov, 156464, Bachelors, 13, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 40, ?, <=50K
50, Private, 344621, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 174752, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
18, Self-emp-inc, 174202, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, <=50K
26, Private, 261203, 7th-8th, 4, Never-married, Other-service, Unmarried, Other, Female, 0, 0, 30, ?, <=50K
57, Private, 316000, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, State-gov, 216871, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1740, 40, United-States, <=50K
29, Private, 246933, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
32, Self-emp-not-inc, 112115, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
34, Private, 264651, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 99185, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 58, United-States, <=50K
39, Private, 176186, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Private, 100219, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 45, United-States, <=50K
32, Private, 46691, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, State-gov, 297735, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 90, United-States, <=50K
40, Private, 132222, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 4386, 0, 50, United-States, >50K
25, Private, 189656, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
54, Local-gov, 224934, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
48, Self-emp-inc, 149218, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, >50K
51, Private, 158508, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
67, State-gov, 261203, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 35, United-States, <=50K
17, Private, 309504, 10th, 6, Never-married, Sales, Unmarried, White, Female, 0, 0, 24, United-States, <=50K
24, State-gov, 324637, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 267426, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
68, ?, 229016, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 25, United-States, <=50K
54, Private, 46401, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 47, United-States, <=50K
32, Private, 114288, HS-grad, 9, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
61, ?, 203849, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Federal-gov, 193882, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 311269, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 156117, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
64, ?, 169917, 7th-8th, 4, Widowed, ?, Not-in-family, White, Female, 0, 0, 4, United-States, <=50K
51, Private, 222615, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
41, State-gov, 106900, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 60, United-States, >50K
40, Federal-gov, 78036, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 65, United-States, >50K
27, Private, 380560, HS-grad, 9, Never-married, Farming-fishing, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
41, Private, 167106, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 3103, 0, 35, Philippines, >50K
51, Private, 289436, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
36, Private, 749636, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Self-emp-inc, 154120, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 55, United-States, <=50K
43, Private, 105119, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Federal-gov, 181081, HS-grad, 9, Divorced, Adm-clerical, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
31, Private, 182237, 10th, 6, Separated, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 102130, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, >50K
75, Self-emp-inc, 98116, Some-college, 10, Widowed, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
29, Private, 82393, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Germany, <=50K
47, Private, 57534, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 218962, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 204752, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 243631, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 45, China, >50K
41, Private, 170299, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 43, United-States, <=50K
23, Private, 60331, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 269318, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 5178, 0, 50, United-States, >50K
67, State-gov, 132819, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 41, United-States, >50K
21, Private, 119665, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 150057, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
31, Private, 128567, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, ?, 230874, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
59, Self-emp-not-inc, 148526, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 160192, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 74660, Some-college, 10, Widowed, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
60, Self-emp-inc, 142494, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 122042, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
28, Self-emp-inc, 37088, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 61778, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
21, ?, 176356, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 10, Germany, <=50K
27, Private, 123302, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Poland, <=50K
18, Private, 89760, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
44, Local-gov, 165304, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1485, 40, United-States, >50K
56, Private, 104945, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
51, Self-emp-inc, 192973, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, >50K
48, Private, 97863, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, Italy, >50K
31, Private, 73585, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
35, Private, 29145, Assoc-voc, 11, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 175232, HS-grad, 9, Divorced, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 325374, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 107231, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1672, 65, United-States, <=50K
23, Private, 129345, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
21, Private, 228395, Some-college, 10, Never-married, Sales, Other-relative, Black, Female, 0, 0, 20, United-States, <=50K
49, Private, 452402, Some-college, 10, Separated, Exec-managerial, Unmarried, Black, Female, 0, 0, 60, United-States, <=50K
51, Self-emp-inc, 338260, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 60, United-States, >50K
46, Private, 165138, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 109055, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 3137, 0, 45, United-States, <=50K
27, Private, 193122, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, ?, 425497, Assoc-acdm, 12, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
48, Private, 191858, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 297155, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
29, Local-gov, 181282, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
